Category,Type,Subcategory,Sub-Subcategory,Mechanical Property Data Source(s),Name,Treatment or Temper,Treatment Temperature (F),Treatment Temperature (C),Minimum Ultimate Tensile Strength (psi),Maximum Ultimate Tensile Strength (psi),Ultimate Tensile Strength (psi),Minimum Yield Strength (psi),Maximum Yield Strength (psi),Yield Strength (psi),Minimum Ultimate Tensile Strength (MPa),Maximum Ultimate Tensile Strength (MPa),Ultimate Tensile Strength (MPa),Minimum Yield Strength (MPa),Maximum Yield Strength (MPa),Yield Strength (MPa),Minimum Elongation (%),Maximum Elongation (%),Elongation (%),Reduction in Cross Sectional Area (%),Brinell Hardness,Rockwell Hardness,Izod Impact Strength (Ft-lb),Izod Impact Strength (N-m),Water Quenched?,Ultimate Shearing Strength (ksi),Ultimate Shearing Strength (Mpa),Endurance limit (ksi),Endurance limit (MPa)
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",Alclad 2024-T861,,,,,,70000.0,,,66000.0,,,482.6,,,455.1,,,6.0,,,,,,42.0,289.6,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",2025-T6,,,,,,58000.0,,,37000.0,,,399.9,,,255.1,,,19.0,110.0,,,,,35.0,241.3,18.0,124.1,855.7
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",2036-T4,,,,,,49000.0,,,28000.0,,,337.8,,,193.1,,,24.0,,,,,,,,18.0,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",2117-T4,,,,,,43000.0,,,24000.0,,,296.5,,,165.5,,,27.0,70.0,,,,,28.0,193.1,14.0,96.5,665.5
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",2218-T72,,,,,,48000.0,,,37000.0,,,330.9,,,255.1,,,11.0,95.0,,,,,30.0,206.8,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",2219-O,,,,,,25000.0,,,11000.0,,,172.4,,,75.8,,,18.0,,,,,,,,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",2219-T42,,,,,,52000.0,,,27000.0,,,358.5,,,186.2,,,20.0,,,,,,,,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580","2219-T31, T351",,,,,,52000.0,,,36000.0,,,358.5,,,248.2,,,17.0,,,,,,,,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",2219-T37,,,,,,57000.0,,,46000.0,,,393.0,,,317.2,,,11.0,,,,,,,,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",2219-T62,,,,,,60000.0,,,42000.0,,,413.7,,,289.6,,,10.0,,,,,,,,15.0,103.4,713.1
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580","2219-T81, T851",,,,,,66000.0,,,51000.0,,,455.1,,,351.6,,,10.0,,,,,,,,15.0,103.4,713.1
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",2219-T87,,,,,,69000.0,,,57000.0,,,475.7,,,393.0,,,10.0,,,,,,,,15.0,103.4,713.1
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",3003-O,,,,,,16000.0,,,6000.0,,,110.3,,,41.4,,,35.0,28.0,,,,,11.0,75.8,7.0,48.3,332.8
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",3003-H12,,,,,,19000.0,,,18000.0,,,131.0,,,124.1,,,15.0,35.0,,,,,12.0,82.7,8.0,55.2,380.3
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",3003-H14,,,,,,22000.0,,,21000.0,,,151.7,,,144.8,,,12.0,40.0,,,,,14.0,96.5,9.0,62.1,427.8
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",3003-H16,,,,,,26000.0,,,25000.0,,,179.3,,,172.4,,,9.5,47.0,,,,,15.0,103.4,10.0,68.9,475.4
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",3003-H18,,,,,,29000.0,,,27000.0,,,199.9,,,186.2,,,7.0,55.0,,,,,16.0,110.3,10.0,68.9,475.4
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",Alclad 3003-O,,,,,,16000.0,,,6000.0,,,110.3,,,41.4,,,35.0,,,,,,11.0,75.8,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",Alclad 3003-H12,,,,,,19000.0,,,18000.0,,,131.0,,,124.1,,,15.0,,,,,,12.0,82.7,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",Alclad 3003-H14,,,,,,22000.0,,,21000.0,,,151.7,,,144.8,,,12.0,,,,,,14.0,96.5,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",Alclad 3003-H16,,,,,,26000.0,,,25000.0,,,179.3,,,172.4,,,9.5,,,,,,15.0,103.4,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",Alclad 3003-H18,,,,,,29000.0,,,27000.0,,,199.9,,,186.2,,,7.0,,,,,,16.0,110.3,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",3004-O,,,,,,26000.0,,,10000.0,,,179.3,,,68.9,,,22.5,45.0,,,,,16.0,110.3,14.0,96.5,665.5
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",3004-H32,,,,,,31000.0,,,25000.0,,,213.7,,,172.4,,,13.5,52.0,,,,,17.0,117.2,15.0,103.4,713.1
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",3004-H34,,,,,,35000.0,,,29000.0,,,241.3,,,199.9,,,10.5,63.0,,,,,18.0,124.1,15.0,103.4,713.1
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",3004-H36,,,,,,38000.0,,,33000.0,,,262.0,,,227.5,,,7.0,70.0,,,,,20.0,137.9,16.0,110.3,760.6
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",3004-H38,,,,,,41000.0,,,36000.0,,,282.7,,,248.2,,,5.5,77.0,,,,,21.0,144.8,16.0,110.3,760.6
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",Alclad 3004-O,,,,,,26000.0,,,10000.0,,,179.3,,,68.9,,,22.5,,,,,,16.0,110.3,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",Alclad 3004-H32,,,,,,31000.0,,,25000.0,,,213.7,,,172.4,,,13.5,,,,,,17.0,117.2,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",Alclad 3004-H34,,,,,,35000.0,,,29000.0,,,241.3,,,199.9,,,10.5,,,,,,18.0,124.1,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",Alclad 3004-H36,,,,,,38000.0,,,33000.0,,,262.0,,,227.5,,,7.0,,,,,,20.0,137.9,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",Alclad 3004-H38,,,,,,41000.0,,,36000.0,,,282.7,,,248.2,,,5.5,,,,,,21.0,144.8,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",3105-O,,,,,,17000.0,,,8000.0,,,117.2,,,55.2,,,24.0,,,,,,12.0,82.7,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",3105-H12,,,,,,22000.0,,,19000.0,,,151.7,,,131.0,,,7.0,,,,,,14.0,96.5,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",3105-H14,,,,,,25000.0,,,22000.0,,,172.4,,,151.7,,,5.0,,,,,,15.0,103.4,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",3105-H16,,,,,,28000.0,,,25000.0,,,193.1,,,172.4,,,4.0,,,,,,16.0,110.3,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",3105-H18,,,,,,31000.0,,,28000.0,,,213.7,,,193.1,,,3.0,,,,,,17.0,117.2,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",3105-H25,,,,,,26000.0,,,23000.0,,,179.3,,,158.6,,,8.0,,,,,,15.0,103.4,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",4032-T6,,,,,,55000.0,,,46000.0,,,379.2,,,317.2,,,9.0,120.0,,,,,38.0,262.0,16.0,110.3,760.6
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",5005-O,,,,,,18000.0,,,6000.0,,,124.1,,,41.4,,,25.0,28.0,,,,,11.0,75.8,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",5005-H12,,,,,,20000.0,,,19000.0,,,137.9,,,131.0,,,10.0,,,,,,14.0,96.5,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",5005-H14,,,,,,23000.0,,,22000.0,,,158.6,,,151.7,,,6.0,,,,,,14.0,96.5,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",5005-H16,,,,,,26000.0,,,25000.0,,,179.3,,,172.4,,,5.0,,,,,,15.0,103.4,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",5005-H18,,,,,,29000.0,,,28000.0,,,199.9,,,193.1,,,4.0,,,,,,16.0,110.3,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",5005-H32,,,,,,20000.0,,,17000.0,,,137.9,,,117.2,,,11.0,36.0,,,,,14.0,96.5,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",5005-H34,,,,,,23000.0,,,20000.0,,,158.6,,,137.9,,,8.0,41.0,,,,,14.0,96.5,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",5005-H36,,,,,,26000.0,,,24000.0,,,179.3,,,165.5,,,6.0,46.0,,,,,15.0,103.4,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",5005-H38,,,,,,29000.0,,,27000.0,,,199.9,,,186.2,,,5.0,51.0,,,,,16.0,110.3,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",5050-O,,,,,,21000.0,,,8000.0,,,144.8,,,55.2,,,24.0,36.0,,,,,15.0,103.4,12.0,82.7,570.5
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",5050-H32,,,,,,25000.0,,,21000.0,,,172.4,,,144.8,,,9.0,46.0,,,,,17.0,117.2,13.0,89.6,618.0
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",5050-H34,,,,,,28000.0,,,24000.0,,,193.1,,,165.5,,,8.0,53.0,,,,,18.0,124.1,13.0,89.6,618.0
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",5050-H36,,,,,,30000.0,,,26000.0,,,206.8,,,179.3,,,7.0,58.0,,,,,19.0,131.0,14.0,96.5,665.5
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",5050-H38,,,,,,32000.0,,,29000.0,,,220.6,,,199.9,,,6.0,63.0,,,,,20.0,137.9,14.0,96.5,665.5
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",5052-O,,,,,,28000.0,,,13000.0,,,193.1,,,89.6,,,27.5,47.0,,,,,18.0,124.1,16.0,110.3,760.6
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",5052-H32,,,,,,33000.0,,,28000.0,,,227.5,,,193.1,,,15.0,60.0,,,,,20.0,137.9,17.0,117.2,808.1
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",5052-H34,,,,,,38000.0,,,31000.0,,,262.0,,,213.7,,,12.0,68.0,,,,,21.0,144.8,18.0,124.1,855.7
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",5052-H36,,,,,,40000.0,,,35000.0,,,275.8,,,241.3,,,9.0,73.0,,,,,23.0,158.6,19.0,131.0,903.2
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",5052-H38,,,,,,42000.0,,,37000.0,,,289.6,,,255.1,,,7.5,77.0,,,,,24.0,165.5,20.0,137.9,950.8
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",5056-O,,,,,,42000.0,,,22000.0,,,289.6,,,151.7,,,35.0,65.0,,,,,26.0,179.3,20.0,137.9,950.8
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",5056-H18,,,,,,63000.0,,,59000.0,,,434.4,,,406.8,,,10.0,105.0,,,,,34.0,234.4,22.0,151.7,1045.8
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",5056-H38,,,,,,60000.0,,,50000.0,,,413.7,,,344.7,,,15.0,100.0,,,,,32.0,220.6,22.0,151.7,1045.8
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",5083-O,,,,,,42000.0,,,21000.0,,,289.6,,,144.8,,,22.0,,,,,,25.0,172.4,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",5086-O,,,,,,38000.0,,,17000.0,,,262.0,,,117.2,,,22.0,,,,,,23.0,158.6,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582","5086-H32, H116",,,,,,42000.0,,,42000.0,,,289.6,,,289.6,,,21.0,,,,,,,,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",5086-H34,,,,,,47000.0,,,37000.0,,,324.1,,,255.1,,,10.0,,,,,,27.0,186.2,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",5086-H112,,,,,,39000.0,,,19000.0,,,268.9,,,131.0,,,14.0,,,,,,,,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",5154-O,,,,,,35000.0,,,17000.0,,,241.3,,,117.2,,,27.0,58.0,,,,,22.0,151.7,17.0,117.2,808.1
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",5154-H32,,,,,,39000.0,,,30000.0,,,268.9,,,206.8,,,15.0,67.0,,,,,22.0,151.7,18.0,124.1,855.7
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",5154-H34,,,,,,42000.0,,,33000.0,,,289.6,,,227.5,,,13.0,73.0,,,,,24.0,165.5,19.0,131.0,903.2
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",5154-H36,,,,,,45000.0,,,36000.0,,,310.3,,,248.2,,,12.0,78.0,,,,,26.0,179.3,20.0,137.9,950.8
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",5154-H38,,,,,,48000.0,,,39000.0,,,330.9,,,268.9,,,10.0,80.0,,,,,28.0,193.1,21.0,144.8,998.3
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",5154-H112,,,,,,35000.0,,,17000.0,,,241.3,,,117.2,,,25.0,63.0,,,,,,,17.0,117.2,808.1
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",5252-H25,,,,,,34000.0,,,25000.0,,,234.4,,,172.4,,,11.0,68.0,,,,,21.0,144.8,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582","5252-H38, H28",,,,,,41000.0,,,41000.0,,,282.7,,,282.7,,,20.0,,,,,,75.0,517.1,23.0,158.6,1093.4
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",5254-O,,,,,,35000.0,,,17000.0,,,241.3,,,117.2,,,27.0,58.0,,,,,22.0,151.7,17.0,117.2,808.1
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",5254-H32,,,,,,39000.0,,,30000.0,,,268.9,,,206.8,,,15.0,67.0,,,,,22.0,151.7,18.0,124.1,855.7
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",5254-H34,,,,,,42000.0,,,33000.0,,,289.6,,,227.5,,,13.0,73.0,,,,,24.0,165.5,19.0,131.0,903.2
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",5254-H36,,,,,,45000.0,,,36000.0,,,310.3,,,248.2,,,12.0,78.0,,,,,26.0,179.3,20.0,137.9,950.8
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",5254-H38,,,,,,48000.0,,,39000.0,,,330.9,,,268.9,,,10.0,80.0,,,,,28.0,193.1,21.0,144.8,998.3
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",5254-H112,,,,,,35000.0,,,17000.0,,,241.3,,,117.2,,,25.0,63.0,,,,,,,17.0,117.2,808.1
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",5454-O,,,,,,36000.0,,,17000.0,,,248.2,,,117.2,,,22.0,62.0,,,,,23.0,158.6,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",5454-H32,,,,,,40000.0,,,30000.0,,,275.8,,,206.8,,,10.0,73.0,,,,,24.0,165.5,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",5454-H34,,,,,,44000.0,,,35000.0,,,303.4,,,241.3,,,10.0,81.0,,,,,26.0,179.3,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",5454-H111,,,,,,38000.0,,,26000.0,,,262.0,,,179.3,,,14.0,70.0,,,,,23.0,158.6,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",5454-H112,,,,,,36000.0,,,18000.0,,,248.2,,,124.1,,,18.0,62.0,,,,,23.0,158.6,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",5456-O,,,,,,45000.0,,,23000.0,,,310.3,,,158.6,,,24.0,,,,,,,,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",5456-H112,,,,,,45000.0,,,24000.0,,,310.3,,,165.5,,,22.0,,,,,,,,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582","5456-H321, H116",,,,,,51000.0,,,51000.0,,,351.6,,,351.6,,,37.0,16.0,,,,,90.0,620.5,30.0,206.8,1426.1
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",5457-O,,,,,,19000.0,,,7000.0,,,131.0,,,48.3,,,22.0,32.0,,,,,12.0,82.7,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",5457-H25,,,,,,26000.0,,,23000.0,,,179.3,,,158.6,,,12.0,48.0,,,,,16.0,110.3,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582","5457-H38, H28",,,,,,30000.0,,,30000.0,,,206.8,,,206.8,,,16.5,,,,,,55.0,379.2,18.0,124.1,855.7
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",5652-O,,,,,,28000.0,,,13000.0,,,193.1,,,89.6,,,27.5,47.0,,,,,18.0,124.1,16.0,110.3,760.6
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",5652-H32,,,,,,33000.0,,,28000.0,,,227.5,,,193.1,,,15.0,60.0,,,,,20.0,137.9,17.0,117.2,808.1
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",5652-H34,,,,,,38000.0,,,31000.0,,,262.0,,,213.7,,,12.0,68.0,,,,,21.0,144.8,18.0,124.1,855.7
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",5652-H36,,,,,,40000.0,,,35000.0,,,275.8,,,241.3,,,9.0,73.0,,,,,23.0,158.6,19.0,131.0,903.2
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",5652-H38,,,,,,42000.0,,,37000.0,,,289.6,,,255.1,,,7.5,77.0,,,,,24.0,165.5,20.0,137.9,950.8
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",5657-H25,,,,,,23000.0,,,20000.0,,,158.6,,,137.9,,,12.0,40.0,,,,,14.0,96.5,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582","5657-H38, H28",,,,,,,,,28000.0,,,,,,193.1,,,15.5,,,,,,50.0,344.7,15.0,103.4,713.1
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",6061-O,,,,,,18000.0,,,8000.0,,,124.1,,,55.2,,,27.5,30.0,,,,,12.0,82.7,9.0,62.1,427.8
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582","6061-T4, T451",,,,,,35000.0,,,35000.0,,,241.3,,,241.3,,,21.5,25.0,,,,,65.0,448.2,24.0,165.5,1140.9
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582","6061-T6, T651",,,,,,45000.0,,,45000.0,,,310.3,,,310.3,,,26.0,17.0,,,,,95.0,655.0,30.0,206.8,1426.1
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",Alclad 6061-O,,,,,,,,,17000.0,,,,,,117.2,,,16.0,,,,,,,,11.0,75.8,522.9
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582","Alclad 6061-T4, T451",,,,,,33000.0,,,,,,227.5,,,,,,26.0,22.0,,,,,,,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582","Alclad 6061-T6, T651",,,,,,42000.0,,,,,,289.6,,,,,,39.5,12.0,,,,,,,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",6063-O,,,,,,13000.0,,,7000.0,,,89.6,,,48.3,,,,25.0,,,,,10.0,68.9,8.0,55.2,380.3
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",6063-T1,,,,,,22000.0,,,13000.0,,,151.7,,,89.6,,,20.0,42.0,,,,,14.0,96.5,9.0,62.1,427.8
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",6063-T4,,,,,,25000.0,,,13000.0,,,172.4,,,89.6,,,22.0,,,,,,,,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",6063-T5,,,,,,27000.0,,,21000.0,,,186.2,,,144.8,,,12.0,60.0,,,,,17.0,117.2,10.0,68.9,475.4
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",6063-T6,,,,,,35000.0,,,31000.0,,,241.3,,,213.7,,,12.0,73.0,,,,,22.0,151.7,10.0,68.9,475.4
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",6063-T83,,,,,,37000.0,,,35000.0,,,255.1,,,241.3,,,9.0,82.0,,,,,22.0,151.7,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",6063-T831,,,,,,30000.0,,,27000.0,,,206.8,,,186.2,,,10.0,70.0,,,,,18.0,124.1,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",6063-T832,,,,,,42000.0,,,39000.0,,,289.6,,,268.9,,,12.0,95.0,,,,,27.0,186.2,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 583",6066-O,,,,,,22000.0,,,12000.0,,,151.7,,,82.7,,,18.0,43.0,,,,,14.0,96.5,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 584","6066-T4, T451",,,,,,52000.0,,,30000.0,,,358.5,,,206.8,,,41.0,,,,,,18.0,124.1,90.0,620.5,4278.4
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 585","6066-T6, T651",,,,,,57000.0,,,52000.0,,,393.0,,,358.5,,,52.0,12.0,,,,,120.0,827.4,34.0,234.4,1616.3
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 586",6070-T6,,,,,,55000.0,,,51000.0,,,379.2,,,351.6,,,10.0,,,,,,34.0,234.4,14.0,96.5,665.5
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 587",6101-H111,,,,,,14000.0,,,11000.0,,,96.5,,,75.8,,,,,,,,,,,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 588",6101-T6,,,,,,32000.0,,,28000.0,,,220.6,,,193.1,,,15.0,71.0,,,,,20.0,137.9,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 589",6262-T9,,,,,,58000.0,,,55000.0,,,399.9,,,379.2,,,10.0,120.0,,,,,35.0,241.3,13.0,89.6,618.0
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 590",6351-T4,,,,,,36000.0,,,22000.0,,,248.2,,,151.7,,,20.0,,,,,,,,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 591",6351-T6,,,,,,45000.0,,,41000.0,,,310.3,,,282.7,,,14.0,95.0,,,,,29.0,199.9,13.0,89.6,618.0
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 592",6463-T1,,,,,,22000.0,,,13000.0,,,151.7,,,89.6,,,20.0,42.0,,,,,14.0,96.5,10.0,68.9,475.4
