Category,Type,Subcategory,Sub-Subcategory,Mechanical Property Data Source(s),Name,Treatment or Temper,Treatment Temperature (F),Treatment Temperature (C),Minimum Ultimate Tensile Strength (psi),Maximum Ultimate Tensile Strength (psi),Ultimate Tensile Strength (psi),Minimum Yield Strength (psi),Maximum Yield Strength (psi),Yield Strength (psi),Minimum Ultimate Tensile Strength (MPa),Maximum Ultimate Tensile Strength (MPa),Ultimate Tensile Strength (MPa),Minimum Yield Strength (MPa),Maximum Yield Strength (MPa),Yield Strength (MPa),Minimum Elongation (%),Maximum Elongation (%),Elongation (%),Reduction in Cross Sectional Area (%),Brinell Hardness,Rockwell Hardness,Izod Impact Strength (Ft-lb),Izod Impact Strength (N-m),Water Quenched?,Ultimate Shearing Strength (ksi),Ultimate Shearing Strength (Mpa),Endurance limit (ksi),Endurance limit (MPa)
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 470",5160,Tempered,1200.00,648.89,,,130000.0,,,116000.0,,,896.3,,,799.8,,,20.0,56.0,269.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 470",51B60,Tempered,400.00,204.44,,,,,,,,,,,,,,,,,600.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 470",51B60,Tempered,600.00,315.56,,,,,,,,,,,,,,,,,540.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 470",51B60,Tempered,800.00,426.67,,,237000.0,,,216000.0,,,1634.1,,,1489.3,,,11.0,36.0,460.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 470",51B60,Tempered,1000.00,537.78,,,175000.0,,,160000.0,,,1206.6,,,1103.2,,,15.0,44.0,355.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 470",51B60,Tempered,1200.00,648.89,,,140000.0,,,126000.0,,,965.3,,,868.7,,,20.0,47.0,290.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 470",6150,Tempered,400.00,204.44,,,280000.0,,,245000.0,,,1930.5,,,1689.2,,,8.0,38.0,538.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 470",6150,Tempered,600.00,315.56,,,250000.0,,,228000.0,,,1723.7,,,1572.0,,,8.0,39.0,483.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 470",6150,Tempered,800.00,426.67,,,208000.0,,,193000.0,,,1434.1,,,1330.7,,,10.0,43.0,420.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 470",6150,Tempered,1000.00,537.78,,,168000.0,,,155000.0,,,1158.3,,,1068.7,,,13.0,50.0,345.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 470",6150,Tempered,1200.00,648.89,,,137000.0,,,122000.0,,,944.6,,,841.2,,,17.0,58.0,282.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 470",81B45,Tempered,400.00,204.44,,,295000.0,,,250000.0,,,2034.0,,,1723.7,,,10.0,33.0,550.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 470",81B45,Tempered,600.00,315.56,,,256000.0,,,228000.0,,,1765.1,,,1572.0,,,8.0,42.0,475.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 470",81B45,Tempered,800.00,426.67,,,204000.0,,,190000.0,,,1406.5,,,1310.0,,,11.0,48.0,405.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 470",81B45,Tempered,1000.00,537.78,,,160000.0,,,149000.0,,,1103.2,,,1027.3,,,16.0,53.0,338.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 470",81B45,Tempered,1200.00,648.89,,,130000.0,,,115000.0,,,896.3,,,792.9,,,20.0,55.0,280.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 471",8630,Tempered,400.00,204.44,,,238000.0,,,218000.0,,,1641.0,,,1503.1,,,9.0,38.0,465.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 471",8630,Tempered,600.00,315.56,,,215000.0,,,202000.0,,,1482.4,,,1392.7,,,10.0,42.0,430.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 471",8630,Tempered,800.00,426.67,,,185000.0,,,170000.0,,,1275.5,,,1172.1,,,13.0,47.0,375.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 471",8630,Tempered,1000.00,537.78,,,150000.0,,,130000.0,,,1034.2,,,896.3,,,17.0,54.0,310.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 471",8630,Tempered,1200.00,648.89,,,112000.0,,,100000.0,,,772.2,,,689.5,,,23.0,63.0,240.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 471",8640,Tempered,400.00,204.44,,,270000.0,,,242000.0,,,1861.6,,,1668.5,,,10.0,40.0,505.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 471",8640,Tempered,600.00,315.56,,,240000.0,,,220000.0,,,1654.7,,,1516.8,,,10.0,41.0,460.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 471",8640,Tempered,800.00,426.67,,,200000.0,,,188000.0,,,1379.0,,,1296.2,,,12.0,45.0,400.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 471",8640,Tempered,1000.00,537.78,,,160000.0,,,150000.0,,,1103.2,,,1034.2,,,16.0,54.0,340.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 471",8640,Tempered,1200.00,648.89,,,130000.0,,,116000.0,,,896.3,,,799.8,,,20.0,62.0,280.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 471",86B45,Tempered,400.00,204.44,,,287000.0,,,238000.0,,,1978.8,,,1641.0,,,9.0,31.0,525.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 471",86B45,Tempered,600.00,315.56,,,246000.0,,,225000.0,,,1696.1,,,1551.3,,,9.0,40.0,475.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 471",86B45,Tempered,800.00,426.67,,,200000.0,,,191000.0,,,1379.0,,,1316.9,,,11.0,41.0,395.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 471",86B45,Tempered,1000.00,537.78,,,160000.0,,,150000.0,,,1103.2,,,1034.2,,,15.0,49.0,335.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 471",86B45,Tempered,1200.00,648.89,,,131000.0,,,127000.0,,,903.2,,,875.6,,,19.0,58.0,280.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 471",8650,Tempered,400.00,204.44,,,281000.0,,,243000.0,,,1937.4,,,1675.4,,,10.0,38.0,525.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 471",8650,Tempered,600.00,315.56,,,250000.0,,,225000.0,,,1723.7,,,1551.3,,,10.0,40.0,490.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 471",8650,Tempered,800.00,426.67,,,210000.0,,,192000.0,,,1447.9,,,1323.8,,,12.0,45.0,420.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 471",8650,Tempered,1000.00,537.78,,,170000.0,,,153000.0,,,1172.1,,,1054.9,,,15.0,51.0,340.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 471",8650,Tempered,1200.00,648.89,,,140000.0,,,120000.0,,,965.3,,,827.4,,,20.0,58.0,280.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 471",8660,Tempered,400.00,204.44,,,,,,,,,,,,,,,,,580.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 471",8660,Tempered,600.00,315.56,,,,,,,,,,,,,,,,,535.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 471",8660,Tempered,800.00,426.67,,,237000.0,,,225000.0,,,1634.1,,,1551.3,,,13.0,37.0,460.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 471",8660,Tempered,1000.00,537.78,,,190000.0,,,176000.0,,,1310.0,,,1213.5,,,17.0,46.0,370.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 471",8660,Tempered,1200.00,648.89,,,155000.0,,,138000.0,,,1068.7,,,951.5,,,20.0,53.0,315.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 471",8740,Tempered,400.00,204.44,,,290000.0,,,240000.0,,,1999.5,,,1654.7,,,10.0,41.0,578.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 471",8740,Tempered,600.00,315.56,,,249000.0,,,225000.0,,,1716.8,,,1551.3,,,11.0,46.0,495.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 471",8740,Tempered,800.00,426.67,,,208000.0,,,197000.0,,,1434.1,,,1358.3,,,13.0,50.0,415.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 471",8740,Tempered,1000.00,537.78,,,175000.0,,,165000.0,,,1206.6,,,1137.6,,,15.0,55.0,363.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 471",8740,Tempered,1200.00,648.89,,,143000.0,,,131000.0,,,986.0,,,903.2,,,20.0,60.0,302.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 471",9255,Tempered,400.00,204.44,,,305000.0,,,297000.0,,,2102.9,,,2047.7,,,1.0,3.0,601.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 471",9255,Tempered,600.00,315.56,,,281000.0,,,260000.0,,,1937.4,,,1792.6,,,4.0,10.0,578.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 471",9255,Tempered,800.00,426.67,,,233000.0,,,216000.0,,,1606.5,,,1489.3,,,8.0,22.0,477.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 471",9255,Tempered,1000.00,537.78,,,182000.0,,,160000.0,,,1254.8,,,1103.2,,,15.0,32.0,352.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 471",9255,Tempered,1200.00,648.89,,,144000.0,,,118000.0,,,992.8,,,813.6,,,20.0,42.0,285.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 471",9260,Tempered,400.00,204.44,,,,,,,,,,,,,,,,,600.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 471",9260,Tempered,600.00,315.56,,,,,,,,,,,,,,,,,540.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 471",9260,Tempered,800.00,426.67,,,255000.0,,,218000.0,,,1758.2,,,1503.1,,,8.0,24.0,470.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 471",9260,Tempered,1000.00,537.78,,,192000.0,,,164000.0,,,1323.8,,,1130.7,,,12.0,30.0,390.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 471",9260,Tempered,1200.00,648.89,,,142000.0,,,118000.0,,,979.1,,,813.6,,,20.0,43.0,295.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 471",94B30,Tempered,400.00,204.44,,,250000.0,,,225000.0,,,1723.7,,,1551.3,,,12.0,46.0,475.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 471",94B30,Tempered,600.00,315.56,,,232000.0,,,206000.0,,,1599.6,,,1420.3,,,12.0,49.0,445.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 471",94B30,Tempered,800.00,426.67,,,195000.0,,,175000.0,,,1344.5,,,1206.6,,,13.0,57.0,382.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 471",94B30,Tempered,1000.00,537.78,,,145000.0,,,135000.0,,,999.7,,,930.8,,,16.0,65.0,307.0,,,,,,,,
Metal,Steel,Carbon And Alloy Steels,,"Machinery's Handbook 27th edition, Pg. 471",94B30,Tempered,1200.00,648.89,,,120000.0,,,105000.0,,,827.4,,,723.9,,,21.0,69.0,250.0,,,,,,,,
Metal,Steel,Stainless Steel,Austenitic,"Machinery's Handbook 27th edition, Pg. 472",201,Annealed,,,,,115000.0,,,55000.0,,,792.9,,,379.2,,,55.0,,,B90,,,,,,,
Metal,Steel,Stainless Steel,Austenitic,"Machinery's Handbook 27th edition, Pg. 472",201,1⁄4-hard,,,,,125000.0,,,75000.0,,,861.8,,,517.1,,,20.0,,,C25,,,,,,,
Metal,Steel,Stainless Steel,Austenitic,"Machinery's Handbook 27th edition, Pg. 472",201,1⁄2-hard,,,,,150000.0,,,110000.0,,,1034.2,,,758.4,,,10.0,,,C32,,,,,,,
Metal,Steel,Stainless Steel,Austenitic,"Machinery's Handbook 27th edition, Pg. 472",201,3⁄4-hard,,,,,175000.0,,,135000.0,,,1206.6,,,930.8,,,5.0,,,C37,,,,,,,
Metal,Steel,Stainless Steel,Austenitic,"Machinery's Handbook 27th edition, Pg. 472",201,Full-hard,,,,,185000.0,,,140000.0,,,1275.5,,,965.3,,,4.0,,,C41,,,,,,,
Metal,Steel,Stainless Steel,Austenitic,"Machinery's Handbook 27th edition, Pg. 472",202,Annealed,,,,,105000.0,,,55000.0,,,723.9,,,379.2,,,55.0,,,B90,,,,,,,
Metal,Steel,Stainless Steel,Austenitic,"Machinery's Handbook 27th edition, Pg. 472",202,1⁄4-hard,,,,,125000.0,,,75000.0,,,861.8,,,517.1,,,12.0,,,C27,,,,,,,
Metal,Steel,Stainless Steel,Austenitic,"Machinery's Handbook 27th edition, Pg. 472",301,Annealed,,,,,110000.0,,,40000.0,,,758.4,,,275.8,,,60.0,,165.0,B85,,,,,,,
Metal,Steel,Stainless Steel,Austenitic,"Machinery's Handbook 27th edition, Pg. 472",301,1⁄4-hard,,,,,125000.0,,,75000.0,,,861.8,,,517.1,,,25.0,,,C25,,,,,,,
Metal,Steel,Stainless Steel,Austenitic,"Machinery's Handbook 27th edition, Pg. 472",301,1⁄2-hard,,,,,150000.0,,,110000.0,,,1034.2,,,758.4,,,15.0,,,C32,,,,,,,
Metal,Steel,Stainless Steel,Austenitic,"Machinery's Handbook 27th edition, Pg. 472",301,3⁄4-hard,,,,,175000.0,,,135000.0,,,1206.6,,,930.8,,,12.0,,,C37,,,,,,,
Metal,Steel,Stainless Steel,Austenitic,"Machinery's Handbook 27th edition, Pg. 472",301,Full-hard,,,,,185000.0,,,140000.0,,,1275.5,,,965.3,,,8.0,,,C41,,,,,,,
Metal,Steel,Stainless Steel,Austenitic,"Machinery's Handbook 27th edition, Pg. 472",302,Annealed,,,,,90000.0,,,37000.0,,,620.5,,,255.1,,,55.0,65.0,155.0,B82,,,,,,,
Metal,Steel,Stainless Steel,Austenitic,"Machinery's Handbook 27th edition, Pg. 472",302,1⁄4-hard,,,,,125000.0,,,75000.0,,,861.8,,,517.1,,,12.0,,,C25,,,,,,,
Metal,Steel,Stainless Steel,Austenitic,"Machinery's Handbook 27th edition, Pg. 472",302B,Annealed,,,,,95000.0,,,40000.0,,,655.0,,,275.8,,,50.0,65.0,165.0,B85,,,,,,,
Metal,Steel,Stainless Steel,Austenitic,"Machinery's Handbook 27th edition, Pg. 472","303, 303Se",Annealed,,,,,90000.0,,,35000.0,,,620.5,,,241.3,,,50.0,55.0,160.0,B84,,,,,,,
Metal,Steel,Stainless Steel,Austenitic,"Machinery's Handbook 27th edition, Pg. 472",304,Annealed,,,,,85000.0,,,35000.0,,,586.1,,,241.3,,,55.0,65.0,150.0,B80,,,,,,,
Metal,Steel,Stainless Steel,Austenitic,"Machinery's Handbook 27th edition, Pg. 472",304L,Annealed,,,,,80000.0,,,30000.0,,,551.6,,,206.8,,,55.0,65.0,140.0,B76,,,,,,,
Metal,Steel,Stainless Steel,Austenitic,"Machinery's Handbook 27th edition, Pg. 472",305,Annealed,,,,,85000.0,,,37000.0,,,586.1,,,255.1,,,55.0,70.0,156.0,B82,,,,,,,
Metal,Steel,Stainless Steel,Austenitic,"Machinery's Handbook 27th edition, Pg. 472",308,Annealed,,,,,85000.0,,,35000.0,,,586.1,,,241.3,,,55.0,65.0,150.0,B80,,,,,,,
Metal,Steel,Stainless Steel,Austenitic,"Machinery's Handbook 27th edition, Pg. 472","309, 309S",Annealed,,,,,90000.0,,,40000.0,,,620.5,,,275.8,,,45.0,65.0,165.0,B85,,,,,,,
Metal,Steel,Stainless Steel,Austenitic,"Machinery's Handbook 27th edition, Pg. 472","310, 310S",Annealed,,,,,95000.0,,,40000.0,,,655.0,,,275.8,,,45.0,65.0,170.0,B87,,,,,,,
Metal,Steel,Stainless Steel,Austenitic,"Machinery's Handbook 27th edition, Pg. 472",314,Annealed,,,,,100000.0,,,50000.0,,,689.5,,,344.7,,,45.0,60.0,170.0,B87,,,,,,,
Metal,Steel,Stainless Steel,Austenitic,"Machinery's Handbook 27th edition, Pg. 472",316,Annealed,,,,,85000.0,,,35000.0,,,586.1,,,241.3,,,55.0,70.0,150.0,B80,,,,,,,
Metal,Steel,Stainless Steel,Austenitic,"Machinery's Handbook 27th edition, Pg. 472",316L,Annealed,,,,,78000.0,,,30000.0,,,537.8,,,206.8,,,55.0,65.0,145.0,B76,,,,,,,
Metal,Steel,Stainless Steel,Austenitic,"Machinery's Handbook 27th edition, Pg. 472",317,Annealed,,,,,90000.0,,,40000.0,,,620.5,,,275.8,,,50.0,55.0,160.0,B85,,,,,,,
Metal,Steel,Stainless Steel,Austenitic,"Machinery's Handbook 27th edition, Pg. 472",321,Annealed,,,,,87000.0,,,35000.0,,,599.8,,,241.3,,,55.0,65.0,150.0,B80,,,,,,,
Metal,Steel,Stainless Steel,Austenitic,"Machinery's Handbook 27th edition, Pg. 472","347, 348",Annealed,,,,,92000.0,,,35000.0,,,634.3,,,241.3,,,50.0,65.0,160.0,B84,,,,,,,
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 472","403, 410, 416, 416Se",Annealed,,,,,75000.0,,,40000.0,,,517.1,,,275.8,,,30.0,65.0,155.0,B82,,,,,,,
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 472","403, 410, 416, 416Se",Tempered,400.00,204.44,,,190000.0,,,145000.0,,,1310.0,,,999.7,,,15.0,55.0,390.0,C41,,,,,,,
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 472","403, 410, 416, 416Se",Tempered,600.00,315.56,,,180000.0,,,140000.0,,,1241.1,,,965.3,,,15.0,55.0,375.0,C39,,,,,,,
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 472","403, 410, 416, 416Se",Tempered,800.00,426.67,,,195000.0,,,150000.0,,,1344.5,,,1034.2,,,17.0,55.0,390.0,C41,,,,,,,
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 472","403, 410, 416, 416Se",Tempered,1000.00,537.78,,,145000.0,,,115000.0,,,999.7,,,792.9,,,20.0,65.0,300.0,C31,,,,,,,
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 472","403, 410, 416, 416Se",Tempered,1200.00,648.89,,,110000.0,,,85000.0,,,758.4,,,586.1,,,23.0,65.0,225.0,B97,,,,,,,
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 472","403, 410, 416, 416Se",Tempered,1400.00,760.00,,,90000.0,,,60000.0,,,620.5,,,413.7,,,30.0,70.0,180.0,B89,,,,,,,
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 473",414,Annealed,,,,,120000.0,,,95000.0,,,827.4,,,655.0,,,17.0,55.0,235.0,C22,,,,,,,
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 473",414,Tempered,400.00,204.44,,,200000.0,,,150000.0,,,1379.0,,,1034.2,,,15.0,55.0,415.0,C43,,,,,,,
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 473",414,Tempered,600.00,315.56,,,190000.0,,,145000.0,,,1310.0,,,999.7,,,15.0,55.0,400.0,C41,,,,,,,
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 473",414,Tempered,800.00,426.67,,,200000.0,,,150000.0,,,1379.0,,,1034.2,,,16.0,58.0,415.0,C43,,,,,,,
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 473",414,Tempered,1000.00,537.78,,,145000.0,,,120000.0,,,999.7,,,827.4,,,20.0,60.0,325.0,C34,,,,,,,
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 473",414,Tempered,1200.00,648.89,,,120000.0,,,105000.0,,,827.4,,,723.9,,,20.0,65.0,260.0,C24,,,,,,,
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 473","420, 420F",Annealed,,,,,95000.0,,,50000.0,,,655.0,,,344.7,,,25.0,55.0,195.0,B92,,,,,,,
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 473","420, 420F",Tempered,600.00,315.56,,,230000.0,,,195000.0,,,1585.8,,,1344.5,,,8.0,25.0,500.0,C50,,,,,,,
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 473",431,Annealed,,,,,125000.0,,,95000.0,,,861.8,,,655.0,,,20.0,60.0,260.0,C24,,,,,,,
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 473",431,Tempered,400.00,204.44,,,205000.0,,,155000.0,,,1413.4,,,1068.7,,,15.0,55.0,415.0,C43,,,,,,,
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 473",431,Tempered,600.00,315.56,,,195000.0,,,150000.0,,,1344.5,,,1034.2,,,15.0,55.0,400.0,C41,,,,,,,
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 473",431,Tempered,800.00,426.67,,,205000.0,,,155000.0,,,1413.4,,,1068.7,,,15.0,60.0,415.0,C43,,,,,,,
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 473",431,Tempered,1000.00,537.78,,,150000.0,,,130000.0,,,1034.2,,,896.3,,,18.0,60.0,325.0,C34,,,,,,,
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 473",431,Tempered,1200.00,648.89,,,125000.0,,,95000.0,,,861.8,,,655.0,,,20.0,60.0,260.0,C24,,,,,,,
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 473",440A,Annealed,,,,,105000.0,,,60000.0,,,723.9,,,413.7,,,20.0,45.0,215.0,B95,,,,,,,
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 473",440A,Tempered,600.00,315.56,,,260000.0,,,240000.0,,,1792.6,,,1654.7,,,5.0,20.0,510.0,C51,,,,,,,
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 473",440B,Annealed,,,,,107000.0,,,62000.0,,,737.7,,,427.5,,,18.0,35.0,220.0,B96,,,,,,,
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 473",440B,Tempered,600.00,315.56,,,280000.0,,,270000.0,,,1930.5,,,1861.6,,,3.0,15.0,555.0,C55,,,,,,,
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 473","440C, 440F",Annealed,,,,,110000.0,,,65000.0,,,758.4,,,448.2,,,13.0,25.0,230.0,B97,,,,,,,
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 473","440C, 440F",Tempered,600.00,315.56,,,285000.0,,,275000.0,,,1965.0,,,1896.1,,,2.0,10.0,580.0,C57,,,,,,,
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 473",501,Annealed,,,,,70000.0,,,30000.0,,,482.6,,,206.8,,,28.0,65.0,160.0,,,,,,,,
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 473",502,Annealed,,,,,70000.0,,,30000.0,,,482.6,,,206.8,,,30.0,75.0,150.0,B80,,,,,,,
Metal,Steel,Stainless Steel,Ferritic,"Machinery's Handbook 27th edition, Pg. 473",405,Annealed,,,,,70000.0,,,40000.0,,,482.6,,,275.8,,,30.0,60.0,150.0,B80,,,,,,,
Metal,Steel,Stainless Steel,Ferritic,"Machinery's Handbook 27th edition, Pg. 473",430,Annealed,,,,,75000.0,,,45000.0,,,517.1,,,310.3,,,30.0,60.0,155.0,B82,,,,,,,
Metal,Steel,Stainless Steel,Ferritic,"Machinery's Handbook 27th edition, Pg. 473","430F, 430Se",Annealed,,,,,80000.0,,,55000.0,,,551.6,,,379.2,,,25.0,60.0,170.0,B86,,,,,,,
Metal,Steel,Stainless Steel,Ferritic,"Machinery's Handbook 27th edition, Pg. 473",446,Annealed,,,,,80000.0,,,50000.0,,,551.6,,,344.7,,,23.0,50.0,170.0,B86,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",201.0-T7,,,,,,60000.0,,,50000.0,,,413.7,,,344.7,,,3.0,125.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",204.0-T4,,,,,,45000.0,,,28000.0,,,310.3,,,193.1,,,6.0,,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",208.0-F,,,,,,19000.0,,,12000.0,,,131.0,,,82.7,,,1.5,55.0,,,,,,,,,
